Date et heure de comptage,Débit horaire
2020-12-11 00:00:00,351.6964350895307
2020-12-11 01:00:00,269.78234901333826
2020-12-11 02:00:00,209.55034426915117
2020-12-11 03:00:00,115.38793369464838
2020-12-11 04:00:00,38.63483636718992
2020-12-11 05:00:00,57.21054923056923
2020-12-11 06:00:00,85.99909973311935
2020-12-11 07:00:00,204.05015463561566
2020-12-11 08:00:00,339.9624436697221
2020-12-11 09:00:00,474.50478431019565
2020-12-11 10:00:00,586.6029949961427
2020-12-11 11:00:00,530.2696650594258
2020-12-11 12:00:00,530.8068181366611
2020-12-11 13:00:00,580.0520220351426
2020-12-11 14:00:00,524.9841685508889
2020-12-11 15:00:00,555.381330310369
2020-12-11 16:00:00,579.7413619164165
2020-12-11 17:00:00,639.4768649821921
2020-12-11 18:00:00,587.3823931063713
2020-12-11 19:00:00,590.1585189306247
2020-12-11 20:00:00,562.1803114060987
2020-12-11 21:00:00,469.9203713309818
2020-12-11 22:00:00,317.31534392705265
2020-12-11 23:00:00,256.14732785753364
2020-12-12 00:00:00,290.9620092667524
2020-12-12 01:00:00,281.51450868805017
2020-12-12 02:00:00,253.35719124441283
2020-12-12 03:00:00,194.34576738882876
2020-12-12 04:00:00,86.41897769119694
2020-12-12 05:00:00,80.76506982546904
2020-12-12 06:00:00,68.81122198178848
2020-12-12 07:00:00,110.04975391702902
2020-12-12 08:00:00,161.95469021834768
2020-12-12 09:00:00,240.2494249838916
2020-12-12 10:00:00,299.7795513581695
2020-12-12 11:00:00,357.73743803353807
2020-12-12 12:00:00,402.86169972982384
2020-12-12 13:00:00,458.4679923010636
2020-12-12 14:00:00,417.0038623215736
2020-12-12 15:00:00,433.55321244575816
2020-12-12 16:00:00,482.6807167790599
2020-12-12 17:00:00,518.144100830808
2020-12-12 18:00:00,490.7365247249779
2020-12-12 19:00:00,466.2053406435572
2020-12-12 20:00:00,456.3210587519384
2020-12-12 21:00:00,424.93970546792855
2020-12-12 22:00:00,301.93751179054624
