Date et heure de comptage,Taux d'occupation
2020-12-11 00:00:00,10.171959790971536
2020-12-11 01:00:00,8.237007552386578
2020-12-11 02:00:00,7.264345920842677
2020-12-11 03:00:00,5.220768402152041
2020-12-11 04:00:00,3.10290271611843
2020-12-11 05:00:00,2.107791814269929
2020-12-11 06:00:00,2.7080817571304303
2020-12-11 07:00:00,5.665005415159133
2020-12-11 08:00:00,9.31669421589923
2020-12-11 09:00:00,11.776238358398484
2020-12-11 10:00:00,12.978635793881365
2020-12-11 11:00:00,12.668039091149499
2020-12-11 12:00:00,13.931412416421985
2020-12-11 13:00:00,16.37513933285205
2020-12-11 14:00:00,15.533431582635394
2020-12-11 15:00:00,13.21033926502087
2020-12-11 16:00:00,15.82309961199033
2020-12-11 17:00:00,14.872304954031625
2020-12-11 18:00:00,17.024863191812933
2020-12-11 19:00:00,17.52669000863303
2020-12-11 20:00:00,14.615609001994393
2020-12-11 21:00:00,14.882775303269764
2020-12-11 22:00:00,12.057686398854354
2020-12-11 23:00:00,14.296224590194923
2020-12-12 00:00:00,16.808427580358924
2020-12-12 01:00:00,17.528880695905713
2020-12-12 02:00:00,15.072095618768826
2020-12-12 03:00:00,11.210964208399513
2020-12-12 04:00:00,6.6175274448663135
2020-12-12 05:00:00,2.9753713528984616
2020-12-12 06:00:00,2.596347580009471
2020-12-12 07:00:00,2.541341080503993
2020-12-12 08:00:00,4.7577431527904706
2020-12-12 09:00:00,4.084604802473762
2020-12-12 10:00:00,5.078761702211637
2020-12-12 11:00:00,7.886387061067756
2020-12-12 12:00:00,11.345469175780796
2020-12-12 13:00:00,11.834484472160593
2020-12-12 14:00:00,12.569404764956591
2020-12-12 15:00:00,13.419344827651631
2020-12-12 16:00:00,19.338021521289804
2020-12-12 17:00:00,19.231939731590494
2020-12-12 18:00:00,22.320196477073793
2020-12-12 19:00:00,20.249107843458518
2020-12-12 20:00:00,18.2660452244773
2020-12-12 21:00:00,18.41126914780685
2020-12-12 22:00:00,18.511827050162367
2020-12-12 23:00:00,21.23220316437941
2020-12-13 00:00:00,23.21700880420365
2020-12-13 01:00:00,22.964926190131052
2020-12-13 02:00:00,21.47840849905559
2020-12-13 03:00:00,20.551596460191973
2020-12-13 04:00:00,11.218882575438528
2020-12-13 05:00:00,5.658297354373711
2020-12-13 06:00:00,2.6838047456212486
2020-12-13 07:00:00,2.6424881965542886
2020-12-13 08:00:00,2.8285531311747083
2020-12-13 09:00:00,3.4361407534449433
2020-12-13 10:00:00,4.975309990337211
2020-12-13 11:00:00,6.124374403936736
2020-12-13 12:00:00,7.49412064031565
2020-12-13 13:00:00,8.00090726054032
2020-12-13 14:00:00,8.563163154475067
2020-12-13 15:00:00,10.260830535670596
2020-12-13 16:00:00,13.706718711658905
2020-12-13 17:00:00,15.678864950147513
2020-12-13 18:00:00,17.274562557947327
2020-12-13 19:00:00,18.301086760555776
2020-12-13 20:00:00,16.484827482190866
2020-12-13 21:00:00,14.46289483888435
2020-12-13 22:00:00,12.905308159943583
2020-12-13 23:00:00,10.33912218977423
2020-12-14 00:00:00,8.822149947039582
2020-12-14 01:00:00,9.449638411887703
2020-12-14 02:00:00,8.150433466033574
2020-12-14 03:00:00,5.709038317028163
2020-12-14 04:00:00,2.6343317639334636
2020-12-14 05:00:00,1.444569849279838
2020-12-14 06:00:00,2.5258603777343613
2020-12-14 07:00:00,5.424167401167741
2020-12-14 08:00:00,8.836441655358296
2020-12-14 09:00:00,11.92834426364199
2020-12-14 10:00:00,13.631245154642027
2020-12-14 11:00:00,11.793270360245213
2020-12-14 12:00:00,13.57894872609609
2020-12-14 13:00:00,15.52276486713754
2020-12-14 14:00:00,15.382417493316746
2020-12-14 15:00:00,13.233205699342719
2020-12-14 16:00:00,15.390407287675014
2020-12-14 17:00:00,15.581712072678172
2020-12-14 18:00:00,16.360343791813364
2020-12-14 19:00:00,16.737182580046884
2020-12-14 20:00:00,15.822445103685382
2020-12-14 21:00:00,12.052105932786727
2020-12-14 22:00:00,10.333263092985835
2020-12-14 23:00:00,10.759981350645397
2020-12-15 00:00:00,10.83522055978851
2020-12-15 01:00:00,8.627255720728785
2020-12-15 02:00:00,6.4110393413663616
2020-12-15 03:00:00,3.90817397596091
2020-12-15 04:00:00,2.546676433729884
2020-12-15 05:00:00,1.6030724884669274
2020-12-15 06:00:00,2.956205585830322
2020-12-15 07:00:00,5.823540802639032
2020-12-15 08:00:00,9.199255463171228
2020-12-15 09:00:00,11.637002764091674
2020-12-15 10:00:00,13.291933440230922
2020-12-15 11:00:00,13.48392381775038
2020-12-15 12:00:00,13.870222652009975
2020-12-15 13:00:00,16.54856467789035
2020-12-15 14:00:00,15.303982929552317
2020-12-15 15:00:00,14.63792306387732
2020-12-15 16:00:00,17.280036248260366
2020-12-15 17:00:00,15.814563679009837
2020-12-15 18:00:00,18.143003192178714
2020-12-15 19:00:00,17.47542187502495
2020-12-15 20:00:00,16.90820871433355
2020-12-15 21:00:00,14.042274972036399
2020-12-15 22:00:00,11.341066735675184
2020-12-15 23:00:00,13.752924632126025
2020-12-16 00:00:00,10.504144130753037
2020-12-16 01:00:00,15.680223113327909
2020-12-16 02:00:00,18.42778774797902
2020-12-16 03:00:00,9.24600208993315
2020-12-16 04:00:00,3.6693055256606346
2020-12-16 05:00:00,2.117179588244901
2020-12-16 06:00:00,3.879554648896603
2020-12-16 07:00:00,5.948062619137621
2020-12-16 08:00:00,9.591243420410375
2020-12-16 09:00:00,12.272172545749834
2020-12-16 10:00:00,14.92578871511581
2020-12-16 11:00:00,12.823916132719358
2020-12-16 12:00:00,14.067385574189913
2020-12-16 13:00:00,17.71941282462793
2020-12-16 14:00:00,17.554644393704418
2020-12-16 15:00:00,15.687843560958015
2020-12-16 16:00:00,16.723383647814416
2020-12-16 17:00:00,17.29231670950721
2020-12-16 18:00:00,16.55336565964243
2020-12-16 19:00:00,19.614315713364416
2020-12-16 20:00:00,16.22679655180002
2020-12-16 21:00:00,13.488283866714106
2020-12-16 22:00:00,11.081125764230077
